File Name,DOI
events_1.json,10.1001/archderm.134.1.41
events_2.json,10.1001/archderm.134.11.1349
events_3.json,10.1001/archderm.134.2.143
events_4.json,10.1001/archderm.136.9.1104
events_5.json,10.1001/archinte.158.16.1789
events_6.json,10.1001/archinte.158.17.1870
events_7.json,10.1001/archinte.158.4.405
events_8.json,10.1001/archinte.158.8.879
events_9.json,10.1001/archinte.159.1.86
events_10.json,10.1001/archinte.159.10.1082
events_11.json,10.1001/archinte.159.15.1758
events_12.json,10.1001/archinte.159.19.2263
events_13.json,10.1001/archinte.159.19.2349
events_14.json,10.1001/archinte.159.20.2399
events_15.json,10.1001/archinte.159.7.677
events_16.json,10.1001/archinte.160.11.1621
events_17.json,10.1001/archinte.160.14.2101
events_18.json,10.1001/archinte.160.19.2977
events_19.json,10.1001/archinte.160.22.3439
events_20.json,10.1001/archinte.160.5.685
events_21.json,10.1001/archinte.160.6.809
events_22.json,10.1001/archinte.161.13.1645
events_23.json,10.1001/archinte.161.16.2021
events_24.json,10.1001/archinte.161.19.2288
events_25.json,10.1001/archinte.161.22.2685
events_26.json,10.1001/archinte.161.6.825
events_27.json,10.1001/archinte.162.11.1257
events_28.json,10.1001/archinte.162.14.1577
events_29.json,10.1001/archinte.162.15.1722
events_30.json,10.1001/archinte.162.4.457
events_31.json,10.1001/archneur.55.10.1362
events_32.json,10.1001/archneur.55.5.722
events_33.json,10.1001/archneur.56.1.116
events_34.json,10.1001/archneur.56.7.882
events_35.json,10.1001/archneur.57.3.317
events_36.json,10.1001/archneur.58.3.498
events_37.json,10.1001/archneur.58.7.1139
events_38.json,10.1001/archneur.58.9.1357
events_39.json,10.1001/archneur.58.9.1460
events_40.json,10.1001/archopht.119.8.1191
events_41.json,10.1001/archotol.128.7.751
events_42.json,10.1001/archpedi.153.11.1199
events_43.json,10.1001/archpedi.153.12.1279
events_44.json,10.1001/archpedi.153.7.695
events_45.json,10.1001/archpedi.154.2.190
events_46.json,10.1001/archpedi.154.7.736
events_47.json,10.1001/archpedi.155.2.173
events_48.json,10.1001/archpedi.155.5.579
events_49.json,10.1001/archpedi.155.7.800
events_50.json,10.1001/archpedi.155.9.1069
events_51.json,10.1001/archpsyc.55.6.540
events_52.json,10.1001/archpsyc.55.6.547
events_53.json,10.1001/archpsyc.55.7.652
events_54.json,10.1001/archpsyc.55.8.715
events_55.json,10.1001/archpsyc.55.9.816
events_56.json,10.1001/archpsyc.56.10.940
events_57.json,10.1001/archpsyc.56.3.215
events_58.json,10.1001/archpsyc.56.3.241
events_59.json,10.1001/archpsyc.56.3.254
events_60.json,10.1001/archpsyc.56.5.407
events_61.json,10.1001/archpsyc.57.11.1053
events_62.json,10.1001/archpsyc.57.2.119
events_63.json,10.1001/archpsyc.57.2.165
events_64.json,10.1001/archpsyc.57.3.209
events_65.json,10.1001/archpsyc.57.8.741
events_66.json,10.1001/archpsyc.57.8.777
events_67.json,10.1001/archpsyc.58.11.1039
events_68.json,10.1001/archpsyc.58.4.353
events_69.json,10.1001/archpsyc.58.6.565
events_70.json,10.1001/archpsyc.58.7.631
events_71.json,10.1001/archpsyc.59.2.131
events_72.json,10.1001/archpsyc.59.3.215
events_73.json,10.1001/archpsyc.59.6.530
events_74.json,10.1001/archpsyc.59.6.538
events_75.json,10.1001/archsurg.133.11.1187
events_76.json,10.1001/archsurg.134.9.1011
events_77.json,10.1001/archsurg.135.12.1443
events_78.json,10.1001/archsurg.135.12.1477
events_79.json,10.1001/archsurg.135.6.708
events_80.json,10.1001/archsurg.137.1.37
events_81.json,10.1001/archsurg.137.5.537
events_82.json,10.1001/jama.279.12.930
events_83.json,10.1001/jama.279.13.1005
events_84.json,10.1001/jama.279.15.1200
events_85.json,10.1001/jama.279.18.1452
events_86.json,10.1001/jama.279.19.1537
events_87.json,10.1001/jama.279.19.1548
events_88.json,10.1001/jama.279.19.1566
events_89.json,10.1001/jama.279.21.1709
events_90.json,10.1001/jama.279.21.1736
events_91.json,10.1001/jama.279.22.1795
events_92.json,10.1001/jama.279.3.222
events_93.json,10.1001/jama.279.6.417
events_94.json,10.1001/jama.279.7.535
events_95.json,10.1001/jama.279.8.583
events_96.json,10.1001/jama.279.9.657
events_97.json,10.1001/jama.279.9.696
events_98.json,10.1001/jama.280.11.1000
events_99.json,10.1001/jama.280.14.1256
events_100.json,10.1001/jama.280.18.1596
events_101.json,10.1001/jama.280.18.1601
events_102.json,10.1001/jama.280.19.1690
events_103.json,10.1001/jama.280.2.147
events_104.json,10.1001/jama.280.2.152
events_105.json,10.1001/jama.280.23.1995
events_106.json,10.1001/jama.280.23.2001
events_107.json,10.1001/jama.280.23.2020
events_108.json,10.1001/jama.280.3.222
events_109.json,10.1001/jama.280.3.229
events_110.json,10.1001/jama.280.3.231
events_111.json,10.1001/jama.280.3.234
events_112.json,10.1001/jama.280.3.237
events_113.json,10.1001/jama.280.3.254
events_114.json,10.1001/jama.280.3.260
events_115.json,10.1001/jama.280.3.294
events_116.json,10.1001/jama.280.3.296
events_117.json,10.1001/jama.280.8.747
events_118.json,10.1001/jama.281.1.61
events_119.json,10.1001/jama.281.1.77
events_120.json,10.1001/jama.281.10.908
events_121.json,10.1001/jama.281.11.1022
events_122.json,10.1001/jama.281.11.1037
events_123.json,10.1001/jama.281.11.991
events_124.json,10.1001/jama.281.12.1110
events_125.json,10.1001/jama.281.13.1226
events_126.json,10.1001/jama.281.14.1304
events_127.json,10.1001/jama.281.15.1387
events_128.json,10.1001/jama.281.17.1605
events_129.json,10.1001/jama.281.2.163
events_130.json,10.1001/jama.281.20.1911
events_131.json,10.1001/jama.281.21.2005
events_132.json,10.1001/jama.281.23.2231
events_133.json,10.1001/jama.281.3.227
events_134.json,10.1001/jama.281.3.283
events_135.json,10.1001/jama.281.5.446
events_136.json,10.1001/jama.281.6.558
events_137.json,10.1001/jama.281.8.727
events_138.json,10.1001/jama.282.1.47
events_139.json,10.1001/jama.282.10.958
events_140.json,10.1001/jama.282.11.1054
events_141.json,10.1001/jama.282.14.1371
events_142.json,10.1001/jama.282.15.1453
events_143.json,10.1001/jama.282.15.1458
events_144.json,10.1001/jama.282.16.1523
events_145.json,10.1001/jama.282.16.1530
events_146.json,10.1001/jama.282.16.1561
events_147.json,10.1001/jama.282.17.1605
events_148.json,10.1001/jama.282.17.1670
events_149.json,10.1001/jama.282.2.137
events_150.json,10.1001/jama.282.2.175
events_151.json,10.1001/jama.282.21.2019
events_152.json,10.1001/jama.282.23.2215
events_153.json,10.1001/jama.282.5.455
events_154.json,10.1001/jama.282.6.583
events_155.json,10.1001/jama.282.9.833
events_156.json,10.1001/jama.282.9.867
events_157.json,10.1001/jama.283.1.59
events_158.json,10.1001/jama.283.12.1578
events_159.json,10.1001/jama.283.14.1853
events_160.json,10.1001/jama.283.14.1866
events_161.json,10.1001/jama.283.17.2275
events_162.json,10.1001/jama.283.20.2674
events_163.json,10.1001/jama.283.20.2701
events_164.json,10.1001/jama.283.22.2975
events_165.json,10.1001/jama.283.23.3110
events_166.json,10.1001/jama.283.3.373
events_167.json,10.1001/jama.283.7.889
events_168.json,10.1001/jama.283.9.1159
events_169.json,10.1001/jama.283.9.1205
events_170.json,10.1001/jama.284.1.79
events_171.json,10.1001/jama.284.10.1290
events_172.json,10.1001/jama.284.12.1527
events_173.json,10.1001/jama.284.12.1573
events_174.json,10.1001/jama.284.13.1677
events_175.json,10.1001/jama.284.13.1689
events_176.json,10.1001/jama.284.16.2100
events_177.json,10.1001/jama.284.18.2348
events_178.json,10.1001/jama.284.19.2460
events_179.json,10.1001/jama.284.19.2476
events_180.json,10.1001/jama.284.20.2599
events_181.json,10.1001/jama.284.20.2606
events_182.json,10.1001/jama.284.24.3145
events_183.json,10.1001/jama.284.4.483
events_184.json,10.1001/jama.284.8.1021
events_185.json,10.1001/jama.285.1.73
events_186.json,10.1001/jama.285.11.1447
events_187.json,10.1001/jama.285.13.1746
events_188.json,10.1001/jama.285.16.2094
events_189.json,10.1001/jama.285.17.2195-a
events_190.json,10.1001/jama.285.18.2339
events_191.json,10.1001/jama.285.18.2370
events_192.json,10.1001/jama.285.19.2498
events_193.json,10.1001/jama.285.20.2612
events_194.json,10.1001/jama.285.22.2871
events_195.json,10.1001/jama.285.4.413
events_196.json,10.1001/jama.285.4.421
events_197.json,10.1001/jama.285.7.897
events_198.json,10.1001/jama.285.8.1059
events_199.json,10.1001/jama.285.9.1183
events_200.json,10.1001/jama.286.12.1427
events_201.json,10.1001/jama.286.13.1610
events_202.json,10.1001/jama.286.15.1841
events_203.json,10.1001/jama.286.15.1897
events_204.json,10.1001/jama.286.18.2251
events_205.json,10.1001/jama.286.23.3007
events_206.json,10.1001/jama.286.24.3083
events_207.json,10.1001/jama.286.24.3089
events_208.json,10.1001/jama.286.3.341
events_209.json,10.1001/jama.286.4.415
